CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
5236-XMZJY,39,Female,Enterprise,59.65,42,8,UPI,2,35,No
4827-DPADN,53,Female,Premium,83.3,72,4,Debit Card,10,38,No
2694-CIUMO,51,Female,Enterprise,79.55,12,3,Debit Card,8,26,No
5846-ABOBJ,47,Male,Enterprise,24.45,71,1,Debit Card,1,11,No
1439-LCGVL,42,Female,Enterprise,19.2,26,2,UPI,3,36,No
0909-SDHNU,62,Female,Basic,29.8,7,5,UPI,1,35,No
4647-XXZAM,45,Female,Basic,45.5,6,7,Net Banking,5,4,No
1502-XFCVR,18,Female,Basic,106.45,58,7,UPI,8,3,Yes
7740-KKCXF,66,Male,Premium,30.05,51,4,Debit Card,7,12,No
5360-XGYAZ,62,Male,Basic,65.65,72,4,UPI,9,32,No
9692-TUSXH,21,Female,Premium,96.05,18,9,Debit Card,2,26,Yes
7912-SYRQT,24,Female,Basic,75.1,7,2,Net Banking,8,13,Yes
3557-HTYWR,66,Female,Enterprise,74.05,47,6,Net Banking,8,38,No
4816-JBHOV,26,Male,Basic,44.7,2,5,Debit Card,6,29,Yes
8920-NAVAY,53,Male,Premium,110.75,62,0,UPI,3,19,No
1699-TLDLZ,36,Female,Premium,19.7,16,3,UPI,2,35,No
5600-PDUJF,18,Male,Basic,49.5,6,5,Credit Card,8,27,No
8292-TYSPY,27,Male,Enterprise,55.0,19,10,Net Banking,6,31,Yes
0567-XRHCU,53,Female,Basic,43.95,69,5,Net Banking,4,3,No
1867-BDVFH,26,Male,Basic,74.35,11,10,Debit Card,5,35,Yes
2067-QYTCF,62,Female,Basic,111.15,64,2,Credit Card,5,24,No
2359-QWQUL,63,Female,Enterprise,104.7,39,5,UPI,9,7,Yes
9103-TCIHJ,59,Female,Premium,55.7,15,9,Debit Card,9,35,Yes
7407-SUJIZ,49,Male,Enterprise,20.6,25,5,UPI,8,21,No
9150-KPBJQ,49,Female,Premium,19.65,6,8,UPI,8,1,No
0052-DCKON,23,Male,Premium,115.8,66,8,UPI,2,6,No
3654-ARMGP,65,Female,Premium,88.65,61,1,Credit Card,3,39,No
9699-UBQFS,55,Female,Enterprise,94.5,43,3,Net Banking,8,34,No
9367-TCUYN,34,Female,Basic,20.1,12,8,Net Banking,5,18,No
1261-FWTTE,27,Male,Basic,34.65,23,3,UPI,7,25,No
3528-HFRIQ,67,Male,Basic,52.3,71,7,Credit Card,8,15,No
0708-SJDIS,44,Female,Basic,65.0,34,9,UPI,6,32,No
4140-WJAWW,67,Female,Basic,19.85,5,2,UPI,5,18,Yes
2073-QBVBI,52,Female,Enterprise,35.45,41,2,Debit Card,8,31,No
6928-ONTRW,69,Female,Enterprise,19.7,72,8,Credit Card,1,29,No
3320-VEOYC,38,Male,Enterprise,95.6,14,10,Credit Card,1,15,No
5231-FIQPA,42,Female,Enterprise,19.85,41,9,Net Banking,1,23,No
6617-WLBQC,45,Female,Enterprise,81.85,23,7,Net Banking,3,38,No
2599-CIPQE,64,Male,Enterprise,109.3,71,0,UPI,10,11,No
6653-CBBOM,32,Female,Enterprise,70.3,1,9,Debit Card,6,15,Yes
8774-GSBUN,21,Male,Basic,25.4,72,1,Debit Card,6,23,No
7326-RIGQZ,46,Male,Premium,69.8,6,2,Debit Card,5,3,No
1401-FTHFQ,26,Male,Enterprise,20.0,23,10,UPI,7,19,No
3247-ZVOUO,44,Male,Premium,85.55,10,1,Net Banking,5,1,Yes
0254-FNMCI,43,Female,Enterprise,109.9,72,2,Credit Card,2,24,No
1848-LBZHY,36,Female,Enterprise,50.3,7,7,UPI,4,11,No
6101-IMRMM,45,Male,Basic,94.5,6,10,Debit Card,1,30,Yes
8118-TJAFG,34,Male,Premium,101.5,9,10,Debit Card,7,11,No
5429-LWCMV,60,Female,Basic,89.15,12,5,UPI,4,39,No
7298-IZWLY,58,Female,Basic,19.4,1,6,Debit Card,4,1,No
9758-MFWGD,59,Female,Premium,29.9,48,9,Credit Card,4,12,No
3955-JBZZM,67,Male,Basic,78.8,20,9,UPI,3,4,No
1268-ASBGA,37,Female,Enterprise,85.35,16,5,Credit Card,8,25,Yes
8943-URTMR,62,Female,Enterprise,79.65,2,0,Net Banking,4,8,Yes
4815-TUMEQ,57,Female,Enterprise,19.3,10,10,Debit Card,8,15,No
4713-LZDRV,56,Female,Enterprise,79.6,2,2,Debit Card,9,30,Yes
9909-IDLEK,66,Male,Enterprise,96.8,20,0,Net Banking,1,40,No
4092-OFQZS,40,Male,Basic,20.65,20,9,Net Banking,4,32,No
1561-BWHIN,64,Male,Basic,19.8,19,8,Net Banking,6,35,No
4325-NFSKC,49,Male,Enterprise,90.6,19,8,Debit Card,8,21,Yes
9927-DSWDF,69,Male,Enterprise,104.6,22,4,Net Banking,6,31,No
9500-LTVBP,64,Female,Basic,80.05,35,3,UPI,6,36,No
7252-NTGSS,50,Female,Premium,45.15,1,8,Net Banking,10,27,No
8149-AIQCG,63,Male,Basic,73.15,39,8,UPI,4,8,No
1360-JYXKQ,22,Female,Basic,99.1,54,2,UPI,9,23,No
2955-PSXOE,60,Female,Basic,20.2,1,4,Credit Card,7,23,Yes
7762-URZQH,65,Male,Basic,106.05,66,2,UPI,6,33,Yes
0899-WZRSD,51,Male,Basic,105.35,56,9,UPI,1,13,No
3255-GRXMG,57,Male,Premium,45.65,18,1,Net Banking,2,39,No
4828-FAZPK,28,Female,Enterprise,79.95,16,0,Debit Card,6,35,No
6094-ZIVKX,67,Female,Enterprise,54.45,68,9,Net Banking,1,16,No
6925-BAYGL,20,Female,Premium,25.1,53,1,Credit Card,5,12,No
3262-EIDHV,50,Female,Enterprise,84.7,72,7,Credit Card,1,31,No
7354-OIJLX,28,Male,Enterprise,75.85,9,10,Debit Card,3,5,No
1376-HHBDV,33,Female,Enterprise,48.8,30,7,UPI,7,40,No
6907-NZZIJ,35,Female,Premium,99.15,36,2,Credit Card,5,25,Yes
6133-OZILE,47,Female,Premium,35.2,18,6,Debit Card,10,21,No
4135-FRWKJ,65,Female,Enterprise,76.25,55,6,Net Banking,1,3,No
2911-UREFD,27,Female,Enterprise,55.9,39,1,Net Banking,1,10,Yes
3744-ZRRDZ,35,Male,Enterprise,82.35,21,8,Net Banking,8,23,Yes
5673-TIYIB,55,Male,Basic,40.4,2,2,UPI,9,17,Yes
6551-ZCOTS,36,Male,Basic,24.9,33,1,UPI,7,35,No
7191-ADRGF,53,Male,Basic,54.3,44,2,Debit Card,3,25,No
5018-LXQQG,30,Female,Premium,66.3,30,1,Credit Card,6,2,No
6892-BOGQE,63,Female,Enterprise,20.9,71,7,Net Banking,3,27,No
1602-IJQQE,20,Female,Premium,75.35,4,4,UPI,10,9,Yes
4628-WQCQQ,27,Male,Premium,85.15,35,2,UPI,4,4,Yes
1746-TGTWV,55,Male,Premium,75.35,1,4,Credit Card,4,26,No
5995-SNNEW,18,Male,Enterprise,104.45,23,10,Net Banking,3,32,No
8050-WYBND,44,Female,Basic,49.45,22,10,Net Banking,10,29,No
2821-WARNZ,63,Female,Enterprise,19.45,49,7,Credit Card,6,22,No
4879-GZLFH,25,Female,Enterprise,92.15,42,6,Debit Card,5,13,No
1644-IRKSF,68,Female,Premium,93.8,33,5,Debit Card,9,23,Yes
8314-HTWVE,63,Female,Premium,19.85,7,0,Credit Card,9,31,No
9402-ROUMJ,59,Female,Premium,100.25,67,9,Credit Card,3,36,No
2507-QZPQS,34,Male,Basic,95.7,15,0,Debit Card,9,40,No
7159-NOKYQ,26,Male,Basic,93.15,67,0,Credit Card,3,31,No
5707-ZMDJP,23,Male,Basic,69.7,53,9,Net Banking,4,15,No
8779-YIQQA,60,Male,Enterprise,19.8,21,7,Debit Card,1,14,No
7136-IHZJA,42,Female,Premium,71.35,40,7,Debit Card,5,35,No
8966-OIQHG,56,Female,Enterprise,20.75,22,6,Debit Card,9,24,No
7074-STDCN,66,Male,Basic,40.6,39,5,Net Banking,2,30,No
3705-PSNGL,45,Male,Premium,20.4,45,3,Credit Card,4,30,Yes
8739-QOTTN,50,Female,Basic,20.35,2,0,UPI,10,27,No
1399-OUPJN,54,Female,Premium,19.75,57,8,UPI,2,40,No
0277-BKSQP,26,Male,Premium,54.4,8,0,Net Banking,8,14,No
6502-HCJTI,35,Male,Enterprise,94.7,7,3,Net Banking,9,11,Yes
2606-RMDHZ,38,Male,Enterprise,30.5,6,2,Credit Card,3,26,Yes
5774-XZTQC,19,Female,Basic,20.45,7,6,UPI,9,21,No
2676-SSLTO,60,Male,Enterprise,66.15,49,4,Debit Card,6,9,No
6266-QHOJZ,55,Female,Enterprise,89.85,65,4,Net Banking,6,1,No
7269-JISCY,57,Female,Enterprise,45.05,55,3,UPI,7,6,No
0363-SVHYR,53,Male,Premium,86.85,71,0,Debit Card,5,1,No
8547-NSBBO,67,Male,Enterprise,96.75,35,4,Debit Card,6,22,No
8258-GSTJK,60,Male,Basic,77.0,3,3,Credit Card,1,13,Yes
6861-OKBCE,54,Female,Premium,20.1,11,9,Net Banking,3,38,Yes
9940-RHLFB,32,Female,Premium,75.3,1,7,Debit Card,9,40,Yes
6591-QGOYB,45,Male,Enterprise,106.65,17,1,Net Banking,5,31,No
9070-BCKQP,35,Female,Premium,110.15,72,7,UPI,5,15,No
6421-SZVEM,51,Female,Basic,82.85,28,0,UPI,8,2,No
1328-EUZHC,39,Female,Basic,20.1,18,3,Net Banking,2,31,No
2995-UPRYS,28,Female,Premium,99.2,40,2,Debit Card,7,26,Yes
8878-RYUKI,30,Female,Enterprise,59.45,52,4,Debit Card,9,2,No
9633-DENPU,21,Female,Enterprise,58.6,47,4,UPI,7,11,No
7811-JIVPF,39,Female,Premium,49.7,23,4,Debit Card,5,33,No
7113-HIPFI,24,Male,Basic,65.85,66,3,Debit Card,6,18,No
8541-QVFKM,60,Female,Premium,73.5,8,7,UPI,4,21,No
6686-YPGHK,41,Male,Enterprise,85.5,47,2,Credit Card,7,31,Yes
1383-EZRWL,21,Female,Enterprise,20.05,7,3,UPI,1,26,Yes
9258-CNWAC,45,Female,Premium,113.65,71,0,Net Banking,4,30,No
5371-VYLSX,32,Female,Basic,83.4,50,6,Credit Card,3,39,No
6374-AFWOX,18,Male,Premium,65.65,46,0,Net Banking,4,21,No
4759-TRPLW,20,Male,Basic,70.4,1,1,Credit Card,1,16,Yes
5317-FLPJF,31,Female,Basic,61.35,66,10,Credit Card,2,7,No
7621-VPNET,55,Female,Premium,85.9,42,6,UPI,9,22,No
6034-YMTOB,67,Female,Premium,75.65,5,0,UPI,7,7,No
8563-IIOXK,18,Male,Basic,49.75,7,10,Net Banking,6,2,Yes
4903-CNOZC,55,Male,Basic,70.9,29,2,UPI,2,37,No
4353-HYOJD,55,Female,Basic,49.85,27,5,Credit Card,1,14,No
8020-BWHYL,38,Female,Basic,75.3,15,5,UPI,2,8,Yes
7267-FRMJW,65,Female,Enterprise,20.1,25,5,Net Banking,7,29,No
2982-VPSGI,46,Female,Premium,94.0,11,10,Credit Card,2,7,Yes
4188-FRABG,22,Male,Basic,103.05,57,1,Net Banking,3,38,No
8199-ZLLSA,66,Male,Premium,118.35,67,1,Debit Card,8,22,Yes
4128-ETESU,27,Female,Basic,99.7,47,5,UPI,7,17,No
0620-DLSLK,45,Female,Premium,81.9,13,9,Credit Card,9,16,No
4625-EWPTF,38,Male,Premium,30.45,8,4,Net Banking,4,33,Yes
5980-NOPLP,67,Female,Basic,96.1,44,6,UPI,7,39,Yes
3850-OKINF,24,Male,Basic,66.2,71,6,UPI,1,35,No
6892-XPFPU,20,Male,Premium,104.25,24,4,Net Banking,2,38,Yes
8010-EZLOU,62,Male,Premium,80.2,15,7,Credit Card,7,32,Yes
1156-ZFYDO,64,Female,Premium,19.75,1,9,Net Banking,2,3,No
3295-YVUSR,37,Male,Enterprise,72.6,2,5,UPI,6,3,No
8016-NCFVO,36,Male,Basic,116.5,55,4,Net Banking,10,8,No
4119-ZYPZY,52,Male,Enterprise,106.8,71,3,Debit Card,9,31,No
5549-ZGHFB,21,Male,Enterprise,24.95,50,6,UPI,5,9,No
7577-SWIFR,22,Male,Basic,89.25,1,3,Credit Card,10,5,No
0303-WMMRN,18,Male,Basic,19.25,5,4,Debit Card,7,28,No
6408-OTUBZ,21,Female,Enterprise,104.55,66,4,Net Banking,1,15,No
5204-HMGYF,29,Female,Basic,87.2,49,0,Credit Card,8,27,No
1078-TDCRN,44,Female,Premium,30.75,3,0,Debit Card,9,31,No
3727-OVPRY,59,Male,Premium,25.7,66,2,Net Banking,5,40,No
3797-FKOGQ,40,Male,Enterprise,86.2,11,10,Debit Card,6,18,No
7622-NXQZR,42,Male,Enterprise,30.1,28,2,UPI,8,38,No
6196-HBOBZ,38,Male,Basic,99.35,65,1,Credit Card,4,4,No
3970-XGJDU,69,Female,Basic,19.2,62,1,Debit Card,2,21,No
7017-VFULY,41,Female,Enterprise,20.1,2,5,UPI,10,23,No
5562-YJQGT,42,Female,Enterprise,20.35,2,0,Net Banking,8,22,No
8807-OPMBM,62,Female,Premium,25.65,55,5,UPI,2,1,No
5439-WIKXB,63,Male,Premium,94.55,41,4,Net Banking,5,25,No
9874-QLCLH,49,Female,Basic,104.2,17,5,Credit Card,6,28,Yes
8294-UIMBA,49,Female,Premium,94.4,30,4,UPI,5,37,No
8109-YUOHE,22,Male,Basic,56.1,17,6,UPI,6,11,No
5840-NVDCG,53,Female,Basic,68.25,16,0,Net Banking,6,22,No
8092-NLTGF,63,Male,Basic,24.75,72,2,Debit Card,3,25,No
5928-QLDHB,59,Male,Premium,76.25,9,5,Net Banking,3,21,No
9840-EFJQB,66,Female,Enterprise,74.35,1,0,Debit Card,9,36,No
0696-UKTOX,59,Male,Enterprise,54.15,23,10,Net Banking,3,20,No
4801-KFYKL,56,Male,Premium,19.45,8,10,Credit Card,3,16,No
3472-OAOOR,33,Male,Enterprise,34.95,19,6,Debit Card,2,28,No
6135-OZQVA,50,Female,Basic,53.65,7,3,UPI,7,29,No
8062-YBDOE,66,Male,Enterprise,69.65,1,2,Debit Card,10,26,Yes
2252-JHJGE,38,Male,Premium,104.0,61,9,Net Banking,10,40,No
4188-PCPIG,26,Female,Enterprise,70.35,57,8,Net Banking,4,2,No
6000-APYLU,23,Male,Basic,80.8,9,0,Debit Card,1,10,Yes
7105-BENQF,68,Male,Basic,64.85,15,7,UPI,6,13,No
7721-DVEKZ,62,Female,Premium,19.65,1,0,Credit Card,5,15,No
3566-VVORZ,52,Female,Premium,45.9,12,4,UPI,2,9,No
9507-HSMMZ,56,Male,Premium,20.0,54,9,Debit Card,6,27,No
2480-SQIOB,39,Male,Basic,44.8,4,7,Net Banking,1,8,No
0947-IDHRQ,58,Female,Enterprise,80.3,7,5,UPI,3,6,Yes
7813-TKCVO,22,Female,Enterprise,20.35,20,6,Net Banking,4,36,No
0128-MKWSG,59,Female,Premium,45.8,26,10,Net Banking,3,24,No
3672-YITQD,40,Male,Enterprise,84.1,36,7,UPI,6,3,Yes
4350-ZTLPI,34,Female,Enterprise,108.95,53,5,Debit Card,4,26,No
9048-JVYVF,29,Male,Premium,69.35,3,10,UPI,1,36,Yes
0361-HJRDX,40,Female,Premium,64.35,68,5,Credit Card,5,21,No
5727-MYATE,33,Male,Basic,90.8,72,10,Net Banking,5,13,No
3823-KYNQY,20,Male,Basic,24.95,12,5,Net Banking,9,11,No
8988-ECPJR,47,Female,Basic,79.6,34,4,Debit Card,8,8,Yes
7570-WELNY,39,Female,Basic,84.7,68,7,Net Banking,8,14,No
3021-VLNRJ,26,Female,Enterprise,70.8,50,1,Net Banking,5,33,No
3776-EKTKM,46,Female,Enterprise,36.45,1,6,Net Banking,8,2,Yes
2080-CAZNM,64,Female,Basic,104.4,41,3,UPI,10,1,No
1028-FFNJK,54,Male,Basic,101.5,30,0,Net Banking,7,11,No
6907-FLBER,40,Male,Premium,54.3,1,4,UPI,1,6,No
3001-UNBTL,30,Male,Enterprise,103.95,29,2,Debit Card,7,32,No
5982-PSMKW,49,Female,Enterprise,91.1,23,3,Credit Card,8,15,No
3507-GASNP,63,Male,Basic,19.95,60,6,Net Banking,3,12,No
7096-ZNBZI,69,Female,Enterprise,26.45,72,4,Credit Card,9,37,No
1902-XBTFB,64,Male,Premium,89.4,22,3,UPI,8,29,Yes
1676-MQAOA,65,Male,Premium,75.1,72,0,Debit Card,2,22,No
0786-IVLAW,40,Female,Enterprise,108.1,66,5,Debit Card,6,14,No
7566-DSRLQ,62,Female,Basic,110.15,72,10,UPI,4,19,No
0643-OKLRP,34,Female,Enterprise,80.35,47,9,Credit Card,3,5,Yes
7245-JMTTQ,57,Female,Premium,111.5,51,5,Net Banking,6,35,No
6050-IJRHS,38,Female,Basic,106.5,70,6,UPI,10,25,No
6202-JVYEU,19,Male,Enterprise,19.9,9,0,UPI,9,38,No
8591-TKMZH,54,Male,Basic,111.1,59,3,UPI,2,9,No
0734-OXWBT,23,Male,Basic,70.7,3,8,UPI,10,7,No
4282-ACRXS,61,Male,Premium,24.85,38,9,UPI,10,18,No
0365-TRTPY,35,Female,Basic,91.2,37,5,Debit Card,10,2,No
7349-ALMUX,47,Male,Enterprise,65.6,37,1,UPI,5,10,No
9381-NDKME,39,Female,Basic,40.65,24,3,Debit Card,6,2,Yes
6502-KUGLL,50,Female,Basic,59.45,14,5,Credit Card,4,8,No
1841-YSJGV,47,Male,Enterprise,109.95,72,3,Net Banking,7,7,No
2794-XIMMO,34,Male,Premium,60.45,53,9,Debit Card,2,35,Yes
8382-SHQEH,60,Female,Premium,84.9,8,6,Net Banking,7,23,Yes
3511-BFTJW,49,Male,Enterprise,38.5,72,2,Net Banking,2,8,No
7668-XCFYV,59,Female,Enterprise,92.55,17,5,Net Banking,1,21,No
2983-ZANRP,68,Female,Premium,73.55,2,3,Debit Card,5,33,Yes
7845-URHJN,31,Female,Basic,20.15,8,2,Debit Card,2,1,Yes
3034-ZBEQN,27,Female,Enterprise,34.7,48,2,Debit Card,8,12,Yes
5018-HEKFO,64,Female,Basic,24.5,10,1,Credit Card,8,11,No
2923-ARZLG,68,Male,Enterprise,19.7,0,10,Debit Card,1,30,No
3976-NLDEZ,53,Male,Premium,20.6,1,2,Credit Card,4,4,No
2282-YGNOR,51,Female,Basic,58.0,29,9,Debit Card,9,34,No
5336-UFNZP,26,Female,Basic,107.45,65,0,Debit Card,5,23,No
6854-EXGSF,59,Female,Enterprise,65.5,8,2,Net Banking,10,32,No
1241-EZFMJ,45,Male,Basic,25.45,61,8,UPI,6,3,No
9233-PSYHO,28,Female,Enterprise,100.15,45,3,Net Banking,3,28,No
5376-PCKNB,31,Male,Premium,104.45,72,2,Debit Card,5,4,No
8044-BGWPI,56,Male,Basic,21.15,12,7,UPI,1,12,No
4060-LDNLU,64,Male,Enterprise,96.2,7,0,UPI,8,24,No
3589-PPVKW,36,Male,Basic,44.4,9,4,Credit Card,6,33,No
8327-LZKAS,32,Female,Enterprise,107.55,43,0,UPI,2,3,Yes
5887-IKKYO,45,Male,Enterprise,94.35,58,6,Credit Card,4,4,No
1075-BGWOH,41,Male,Enterprise,98.75,16,4,Net Banking,4,30,Yes
1755-RMCXH,25,Male,Premium,20.3,2,1,Credit Card,9,6,No
0302-JOIVN,60,Female,Basic,101.15,8,0,Debit Card,9,30,Yes
3858-XHYJO,26,Female,Premium,105.75,40,10,UPI,5,8,No
4299-SIMNS,64,Male,Enterprise,81.15,9,6,Debit Card,3,18,No
7025-IWFHT,50,Male,Enterprise,89.55,41,0,UPI,1,16,No
6261-LHRTG,50,Female,Premium,54.75,26,2,UPI,6,6,No
7841-FCRQD,36,Female,Premium,53.75,33,10,Net Banking,8,24,No
2056-EVGZL,20,Male,Basic,105.75,68,5,Credit Card,1,28,No
8777-MBMTS,27,Female,Enterprise,105.85,65,5,Net Banking,1,32,No
7753-USQYQ,57,Male,Premium,64.2,55,6,Credit Card,7,25,No
5366-IJEQJ,64,Male,Enterprise,88.7,20,10,Net Banking,7,28,Yes
7661-CPURM,59,Male,Enterprise,87.7,19,10,Net Banking,2,21,No
6233-HXJMX,18,Female,Basic,89.3,45,0,UPI,3,8,No
5902-WBLSE,46,Female,Basic,20.15,70,6,Net Banking,2,36,No
1981-INRFU,67,Female,Basic,79.75,2,1,Net Banking,6,9,Yes
4971-PUYQO,51,Female,Premium,94.55,27,5,Credit Card,8,40,Yes
3239-TPHPZ,68,Female,Enterprise,20.05,12,7,Net Banking,8,21,No
5115-GZDEL,30,Male,Premium,67.2,72,4,UPI,1,1,No
3338-CVVEH,18,Male,Premium,94.55,12,9,Net Banking,9,4,No
8485-GJCDN,51,Female,Basic,69.05,5,2,Debit Card,8,10,Yes
2615-YVMYX,46,Male,Enterprise,107.5,71,10,Debit Card,9,26,No
2851-STERV,65,Male,Enterprise,73.0,35,7,Credit Card,9,40,No
4393-GEADV,64,Male,Basic,114.75,70,7,Credit Card,6,3,No
8486-AYEQH,30,Female,Enterprise,76.05,31,3,Debit Card,3,9,No
1527-SXDPN,65,Male,Basic,96.25,52,7,Net Banking,1,32,Yes
6029-WTIPC,66,Male,Premium,101.1,37,4,Net Banking,8,3,Yes
8634-CILSZ,46,Male,Premium,104.7,69,10,Credit Card,10,4,Yes
5419-JKZNQ,56,Male,Basic,77.9,30,4,UPI,3,6,No
2495-KZNFB,41,Female,Premium,90.65,33,2,Net Banking,7,9,No
1409-PHXTF,43,Male,Premium,110.45,54,6,Debit Card,10,26,No
4560-WQAQW,34,Female,Basic,68.7,59,10,UPI,6,2,No
9591-YVTEB,24,Male,Premium,44.85,55,10,UPI,3,2,No
9309-BZGNT,30,Male,Enterprise,29.8,69,8,Net Banking,6,21,No
4274-DRSQT,22,Female,Premium,88.9,66,8,UPI,3,22,No
2027-DNKIV,43,Male,Basic,58.75,37,0,Credit Card,9,3,No
8075-GXIUB,66,Male,Enterprise,19.85,9,0,UPI,1,35,No
2885-HIJDH,20,Male,Enterprise,86.9,69,9,Credit Card,8,38,No
5424-RLQLC,24,Male,Premium,59.65,10,10,Net Banking,5,33,No
6682-QJDGB,66,Male,Enterprise,55.25,40,4,UPI,4,15,Yes
6507-DTJZV,56,Male,Basic,66.4,13,0,Debit Card,1,11,No
8780-IXSTS,18,Female,Enterprise,90.1,6,3,Debit Card,9,10,Yes
7673-BQGKU,66,Female,Premium,20.15,69,0,Credit Card,9,36,No
6723-WSNTY,34,Female,Premium,108.1,66,1,Credit Card,5,14,No
9530-EHPOH,60,Male,Enterprise,53.75,11,1,Net Banking,9,2,Yes
2725-IWWBA,42,Male,Basic,56.9,46,3,UPI,10,37,No
0345-HKJVM,20,Female,Basic,89.3,6,7,Credit Card,9,29,Yes
1061-PNTHC,32,Female,Premium,109.6,56,1,Credit Card,7,35,No
0394-YONDK,46,Male,Premium,25.15,70,8,Net Banking,8,20,No
6574-MCOEH,60,Female,Basic,79.15,33,8,UPI,1,21,No
7399-QHBJS,49,Female,Enterprise,66.75,72,1,UPI,4,34,No
3049-SOLAY,43,Female,Enterprise,95.2,3,0,Credit Card,10,33,Yes
0997-YTLNY,33,Female,Enterprise,48.8,19,9,UPI,10,19,No
3317-HRTNN,42,Female,Enterprise,45.7,5,9,UPI,4,8,Yes
9479-HYNYL,45,Female,Basic,80.7,71,8,UPI,9,31,No
3235-ETOOB,26,Male,Premium,74.5,8,1,Debit Card,3,11,Yes
9708-KFDBY,18,Male,Premium,20.55,1,7,UPI,10,8,No
8058-INTPH,46,Female,Enterprise,79.65,1,2,Debit Card,10,25,Yes
3642-GKTCT,39,Female,Basic,115.1,61,0,UPI,1,20,No
0774-RMNUW,33,Female,Basic,59.7,71,10,UPI,5,38,No
1334-PDUKM,58,Female,Enterprise,86.45,68,0,UPI,7,7,No
0756-MPZRL,68,Male,Enterprise,33.7,46,9,Credit Card,4,13,No
2242-MFOTG,61,Male,Enterprise,80.1,33,1,Credit Card,9,39,No
2927-CVULT,68,Female,Premium,104.05,53,6,Debit Card,6,10,No
2144-BFDSO,58,Female,Enterprise,108.75,50,5,UPI,6,8,No
8745-PVESG,24,Female,Premium,41.1,57,10,Debit Card,3,20,No
7647-GYYKX,31,Female,Basic,20.35,54,1,UPI,10,17,No
5647-FXOTP,46,Female,Basic,105.9,60,3,Net Banking,10,11,No
5569-OUICF,36,Female,Premium,101.3,28,1,Debit Card,5,16,Yes
8821-XNHVZ,36,Female,Premium,80.05,1,0,Credit Card,10,37,Yes
2082-OJVTK,19,Male,Premium,89.2,29,2,Net Banking,6,32,Yes
9700-ISPUP,58,Female,Premium,65.5,10,3,Credit Card,4,26,No
9839-ETQOE,62,Male,Enterprise,40.45,43,9,Net Banking,3,37,No
6078-VESFR,32,Male,Basic,70.45,13,4,Net Banking,5,9,No
9027-TMATR,20,Female,Enterprise,78.8,43,4,Net Banking,7,35,No
5940-NFXKV,28,Male,Premium,83.65,19,6,Debit Card,6,3,Yes
1941-HOSAM,63,Male,Enterprise,90.1,1,9,Debit Card,2,31,No
9110-HSGTV,47,Female,Enterprise,82.45,69,7,Credit Card,1,7,No
0704-VCUMB,57,Female,Basic,20.25,61,8,Debit Card,5,2,No
6171-ZTVYB,35,Male,Enterprise,66.25,43,6,Credit Card,5,25,No
8053-WWDRO,68,Female,Basic,19.5,6,4,UPI,6,40,Yes
9564-KCLHR,65,Male,Premium,51.25,1,8,Credit Card,3,12,Yes
1935-IMVBB,19,Male,Enterprise,89.7,56,7,Credit Card,1,30,No
2535-PBCGC,49,Female,Premium,64.55,70,9,Debit Card,4,30,No
2082-CEFLT,25,Male,Basic,45.6,1,8,Credit Card,4,29,Yes
1470-PSXNM,39,Male,Premium,93.65,49,9,Debit Card,10,11,No
1213-NGCUN,23,Female,Premium,49.65,6,7,Credit Card,2,23,Yes
2498-XLDZR,29,Female,Basic,73.6,32,5,UPI,8,17,No
9866-OCCKE,64,Female,Premium,109.75,72,3,Debit Card,6,13,No
5338-YHWYT,57,Male,Premium,61.45,37,8,Debit Card,3,33,No
7718-UPSKJ,53,Female,Premium,106.4,69,8,UPI,1,1,No
8731-WBBMB,32,Female,Enterprise,81.9,26,9,Debit Card,3,40,No
1448-CYWKC,45,Female,Premium,105.2,58,9,Credit Card,8,13,No
7901-IIDQV,69,Male,Basic,54.6,24,8,Net Banking,4,38,No
2690-DVRVK,66,Male,Enterprise,20.55,5,9,Debit Card,3,3,No
5688-KZTSN,62,Male,Enterprise,20.0,15,2,Net Banking,4,16,Yes
1270-XKUCC,35,Female,Basic,19.7,30,10,Credit Card,4,7,No
0334-ZFJSR,19,Female,Premium,66.05,55,2,UPI,2,3,No
2894-QOJRX,30,Female,Enterprise,34.0,25,10,Debit Card,4,14,Yes
5747-PMBSQ,62,Male,Enterprise,92.5,10,5,Net Banking,9,16,Yes
5583-EJXRD,32,Male,Enterprise,54.05,44,5,UPI,4,4,No
4565-EVZMJ,37,Female,Premium,58.9,47,5,UPI,1,31,No
3143-JQEGI,46,Female,Enterprise,88.35,13,4,Debit Card,1,13,Yes
6386-SZZKH,59,Female,Basic,107.95,49,4,Net Banking,1,27,Yes
3327-YBAKM,46,Female,Premium,96.9,64,1,Debit Card,5,1,No
9441-QHEVC,20,Male,Basic,19.1,1,6,Credit Card,6,25,No
6705-LNMDD,36,Male,Basic,50.0,20,3,UPI,6,37,No
2580-ASVVY,20,Female,Enterprise,45.4,37,2,Net Banking,6,11,No
3370-GQEAL,31,Male,Enterprise,85.45,30,7,Debit Card,9,9,No
5032-USPKF,57,Female,Enterprise,84.1,38,3,UPI,1,7,No
2982-IHMFT,21,Female,Basic,74.45,1,10,Debit Card,10,14,Yes
3521-SYVOR,69,Female,Premium,64.75,37,3,Net Banking,6,30,Yes
